sent_time,raw_chat_message,processed_chat_message,cluster_num,x,y
00:00:13.112000,GlitchCat,glitchcat,6,-1.1591861,-0.62988985
00:00:37.740000,HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys HeyGuys,HeyGuys,4,-1.2770004,-0.10529584
00:00:43.365000,:D,:D,5,-1.0641015,0.43234926
00:00:43.543000,HeyGuys HeyGuys,HeyGuys,4,-1.2770004,-0.105299525
00:00:43.713000,PogChamp,PogChamp,5,-1.2343307,0.46631345
00:00:45.960000,PowerUpL PowerUpR PowerUpL PowerUpR PowerUpL PowerUpR PowerUpL PowerUpR PowerUpL PowerUpR PowerUpL PowerUpR,PowerUpL PowerUpR,5,-1.0258511,-0.33050215
00:00:48.313000,DxCat DxCat,Dx cat,3,-0.025404956,-0.22479267
00:01:00.521000,sen vz c9 time ?,sen vz c9 time ?,3,0.71373725,0.4364512
00:01:01.536000,sa,sa,0,-1.5209048,0.069390476
00:01:02.398000,HeyGuys HeyGuys HeyGuys,HeyGuys,4,-1.2770004,-0.10529914
00:01:03.496000,LETS GOO,lets goo,2,-0.17581557,-1.1813252
00:01:05.266000,HeyGuys,HeyGuys,4,-1.2770004,-0.10529914
00:01:10.287000,sa,sa,0,-1.5209048,0.069390476
00:01:10.323000,is sen out,sen,7,-1.1495596,-0.13464358
00:01:11.367000,Sa,sa,0,-1.5209048,0.069390476
00:01:12.706000,ay,ay,6,-1.1618347,-0.26210883
00:01:14.454000,"KR was Pog, now its EU catJAM","kr Pog , eu catjam",9,0.50916296,0.43280292
00:01:16.956000,hola,hola,6,-1.2421988,-0.90789485
00:01:17.701000,Bbl,bbl,2,-1.0195123,-1.5800635
00:01:20.930000,BBL WİN,bbl wi̇n,2,-0.4745038,-1.4004555
00:01:22.552000,Saas,saas,1,-1.1762769,-0.27240133
00:01:23.487000,🤡 Kappa,🤡 Kappa,9,-0.4741498,-0.0708825
00:01:24.436000,NOOOOOO NOT BBL,n\1\1 bbl,2,-0.4302728,-1.2021432
00:01:24.524000,PANIC saamtwRage,panic,5,-0.8998763,0.8886708
00:01:32.727000,catJAM,catjam,1,-1.1779426,-0.2939921
00:01:32.756000,sa,sa,0,-1.5209048,0.069390476
00:01:34.424000,hello,hello,6,-0.97077155,-0.029931333
00:01:37.629000,Here we go baby,baby,6,-0.8644732,0.3009418
00:01:37.986000,Sa,sa,0,-1.5209048,0.069390476
00:01:38.167000,Pog,Pog,5,-1.0961548,1.9154575
00:01:38.655000,catJam,catjam,1,-1.1779426,-0.2939921
00:01:39.212000,YOOo,y\1\1,6,-1.1917968,-0.49403977
00:01:42.766000,lets go bbl,lets bbl,2,-0.14746325,-2.3852298
00:01:47.027000,bbl,bbl,2,-1.0195123,-1.5800635
00:01:47.260000,losers bracket?,losers bracket ?,9,-0.025423221,0.63511664
00:01:47.509000,what are the map,map,5,-0.7650733,2.38239
00:01:48.004000,lest gooooo,lest g\1\1,2,-0.6453283,-0.7111862
00:01:49.316000,Sa,sa,0,-1.5209048,0.069390476
00:01:50.578000,GL TO YALL,gl yall,2,-0.20865655,-0.58243024
00:01:50.841000,bbl,bbl,2,-1.0195123,-1.5800635
00:01:50.902000,YOOO HEY CHAT boomernaPoggers,y\1\1 hey chat,3,0.25365132,0.20456097
00:01:51.611000,BBL ULAN,bbl ulan,2,-0.4749815,-1.4800777
00:01:51.743000,BBLLLLLL,bb\1\1,7,-1.1791016,-0.6491825
00:01:53.195000,BBL>all,bbl >,2,-0.23745772,-1.0676465
00:01:53.334000,LETS GO BBL,lets bbl,2,-0.14746325,-2.3852298
00:01:58.028000,agaa oxg fut,agaa fut,7,-0.62580174,-0.5631205
00:02:01.034000,what are the maps?,maps ?,9,-0.05496612,1.2384655
00:02:01.918000,oxg vs fut rakip kim,vs fut rakip kim,9,0.09598266,-0.5178359
00:02:04.001000,GO BBL,bbl,2,-1.0195123,-1.5800635
00:02:04.408000,beyler bu son inancimiz hadi bbbbbbrellllllllll,beyler bu son hadi,7,-0.03691799,-0.84376895
00:02:05.126000,bbl>all,bbl >,2,-0.23745772,-1.0676465
00:02:05.424000,HeyGuys,HeyGuys,4,-1.2770004,-0.10529914
00:02:06.992000,mewsOmewgalul,mewsomewgalul,7,-1.1646304,-0.4937047
00:02:07.998000,GAMBIT,gambit,5,-1.15282,0.6394653
00:02:13.716000,are playoffs today?,playoffs today ?,9,0.1161746,0.86687034
00:02:20.492000,Bekle gambit,bekle gambit,7,-0.6316349,-0.70320135
00:02:20.941000,BBL>ALLAH,bbl > allah,9,-0.01075272,-1.0777472
00:02:21.717000,Bye Turkey,bye turkey,8,-0.280688,-0.40445647
00:02:23.021000,@glodenbay12 Hahahaja,@ hahahaja,4,-0.30205506,-0.15845945
00:02:24.298000,bbl>allllll,bbl > a\1\1,2,-0.042206544,-1.3167871
00:02:26.844000,Analar sikilsin,analar sikilsin,7,-1.0783657,-0.39622727
00:02:29.346000,mapler ne,mapler ne,7,-0.51173943,-0.57989717
00:02:35.396000,KomodoHype KomodoHype KomodoHype,komodohype,0,-1.161376,-0.3740468
00:02:35.532000,bbl  2- 0 gambit,bbl 2 - 0 gambit,9,0.83304846,-0.8317465
00:02:35.711000,Go Gambit!!!,gambit !,9,-0.39039004,-0.29863662
00:02:41.997000,@towean34 ne diyon kanka tovbee,@ ne diyon kanka,7,0.23178396,-0.7861362
00:02:42.224000,BLLLLLL,b\1\1,6,-1.0642457,-0.33291277
00:02:47.383000,bbl yenilirse eleniyorrrrrrrrrrrrrrrrrrr,bbl yenilirse,2,-0.613861,-1.2674853
00:02:48.019000,Gambit,gambit,5,-1.15282,0.6394653
00:02:50.914000,Cry gambit,gambit,5,-1.15282,0.6394653
00:02:51.526000,BBL en İYİSİİİİ,bbl en,7,-0.026473211,-1.5372845
00:02:53.074000,BBL,bbl,2,-1.0195123,-1.5800635
00:02:53.814000,gambit ez,gambit ez,9,-0.5947623,0.21203098
00:02:54.350000,BBL LUL,bbl LUL,9,-0.34253892,-0.55963147
00:02:55.768000,bbl,bbl,2,-1.0195123,-1.5800635
00:02:56.139000,BYE GAMBİT,bye,6,-0.9876957,-0.9332787
00:02:56.566000,bbl,bbl,2,-1.0195123,-1.5800635
00:03:00.531000,"Once again, please keep the chat in English :)",", chat english :)",9,0.4294796,1.2480335
00:03:01.110000,fut>bbl>oxg>all,fut > bbl g,9,0.2510076,-0.9114998
00:03:03.187000,saaa,s\1\1,6,-1.0163112,0.6527153
00:03:04.915000,BBL win,bbl win,3,0.019078061,-0.35772315
00:03:05.894000,BBL,bbl,2,-1.0195123,-1.5800635
00:03:06.008000,BBL TAKE MY ENERGY,bbl energy,2,-0.12855455,-1.0111814
00:03:07.168000,bye gambit,bye gambit,2,-0.4139595,-0.50636876
00:03:09.770000,bbl > gmb,bbl > gmb,9,-0.07540518,-0.99696666
00:03:11.731000,😳,😳,6,-1.0706054,-0.22962655
00:03:19.498000,BYE BYE GAMBITTTTTTTTTTTTT,bye gambi\1\1,2,-0.55393016,-0.8986571
00:03:23.592000,the best in europe #BBLWİN,best europe,8,-0.027862819,1.4004282
00:03:23.786000,bbl 2-1 win,bbl 2-1 win,3,0.17676558,-0.39684913
00:03:25.919000,tAKe mY eNeRGY,energy,5,-0.9340849,1.1013685
00:03:26.664000,BYE GMB,bye gmb,2,-0.46452108,-0.69755256
00:03:33.384000,bbl ez win,bbl ez win,3,0.23876618,-0.46626577
00:03:33.455000,BBL > ALL EUROPSE,bbl >,2,-0.23745772,-1.0676465
00:03:33.764000,gambit gg,gambit gg,1,-0.7578763,0.03927608
00:03:36.157000,BBL <3<3<3,bbl <3,2,-0.42982844,-1.3005536
00:03:37.466000,@fizzy_313131 +1,@ + 1,4,0.36497155,-0.14399979
00:03:39.781000,YOOOO YOOOK KLYOOOOOOOL,y\1\1 y\1\1k,7,-0.8141375,-0.78108597
00:03:41.504000,BBL > Gambit,bbl > gambit,9,-0.04256917,-0.96619743
00:03:42.063000,catJAM,catjam,1,-1.1779426,-0.2939921
00:03:42.931000,INDIA >>>>>>>>>>>> TURKEY,india >> > turkey,9,0.20662257,-0.23341225
00:03:44.731000,Futbolist  FootBall  Futbolist  FootBall  Futbolist  FootBall  Futbolist  FootBall  Futbolist  FootBall  Futbolist Futbolist  FootBall  Futbolist  FootBall Futbolist  FootBall  Futbolist  FootBall  Futbolist  FootBall,football,5,-1.0837837,1.7441844
00:03:45.716000,Bye GMB,bye gmb,2,-0.46452108,-0.69755256
00:03:47.854000,@ScraperR as,@,4,-0.93457985,1.2130346
00:03:48.801000,bbl> all,bbl >,2,-0.23745772,-1.0676465
00:03:48.903000,PepeLaugh PepeLaugh PepeLaugh PepeLaugh,pepelaugh,5,-1.2668563,1.2503572
00:03:52.725000,BBL TAKE MY ENERGY LETS GO,bbl energy lets,2,0.3323763,-1.7599928
00:03:56.189000,god aim russ <3,god aim russ <3,3,0.31971237,0.4631231
00:03:56.342000,WutFace WutFace WutFace WutFace bbl fans tocix ScaredyCat,WutFace bbl fans tocix scaredycat,3,0.107640475,-0.7202768
00:03:57.621000,bbl2/0gmb,/,5,-0.87792206,0.8248507
00:04:00.044000,bye gambit,bye gambit,2,-0.4139595,-0.50636876
00:04:01.802000,bbl take my energy,bbl energy,2,-0.12855455,-1.0111814
00:04:01.920000,bbl,bbl,2,-1.0195123,-1.5800635
00:04:01.959000,Go Bye BBL,bye bbl,2,-0.54621935,-1.560352
00:04:01.984000,SourPls,SourPls,5,-1.1559496,0.106976986
00:04:04.251000,turkey>world,turkey > world,9,0.52054423,0.75873744
00:04:04.655000,BBL >3,bbl > 3,9,0.2829565,-0.76347923
00:04:04.866000,MARADONA >>>> PELE,maradona >> > pele,9,-0.1324034,-0.44680718
00:04:10.536000,gambit so fckn ez match xd,gambit fckn ez match xd,9,0.28277603,0.098665416
00:04:11.180000,sure mr. lemon,sure mr . lemon,3,0.82045144,0.7891408
00:04:13.104000,Todo bien valorant,todo bien,7,-0.55971587,-1.248946
00:04:15.484000,What are the chosen maps?,chosen maps ?,9,0.39071712,1.0479821
00:04:15.717000,D,d,6,-1.2168953,0.38303974
00:04:15.909000,aim god russ,aim god russ,3,0.18868162,0.79365015
00:04:20.581000,BYBY HAMBIT WELCOME BBL,byby hambit welcome bbl,3,0.41723067,-1.1025017
00:04:21.891000,take ma.. uhh,ma .. uhh,9,-0.16258492,-0.12728465
00:04:22.598000,TURKEY>WORLD,turkey > world,9,0.52054423,0.75873744
00:04:22.865000,BBL AND OXG OUT,bbl,2,-1.0195123,-1.5800635
00:04:23.382000,aga be oxg fut istemezdim,aga fut istemezdim,7,-0.4234938,-0.38375196
00:04:24.459000,BBL <3,bbl <3,2,-0.42982844,-1.3005536
00:04:25.699000,gambit will win this game,gambit win game,8,0.35299098,1.5229195
00:04:28.031000,1.match 13-8 gambit 2.match 13-11 bbl last match 15-13 bbl GGWP,URL 13-8 gambit 13-11 bbl match 15-13 ggwp,3,0.49656844,-0.4115237
00:04:29.242000,@lagavulin_16y PepeLaugh,@ pepelaugh,4,-0.19543898,0.59975004
00:04:30.564000,1ST,1st,5,-1.3123521,1.3209915
00:04:32.014000,which maps are chosen?,maps chosen ?,9,0.39071712,1.0479821
00:04:32.949000,the best in europe  #BBLWİN,best europe,8,-0.027862819,1.4004282
00:04:34.863000,BBL,bbl,2,-1.0195123,-1.5800635
00:04:35.180000,i  am fans of BBL but gambit is so god team,fans bbl gambit god team,3,0.56485826,-0.36094958
00:04:40.670000,bbl win,bbl win,3,0.019078061,-0.35772315
00:04:42.428000,LUL,LUL,5,-1.0769582,1.6906453
00:04:43.841000,diick,diick,6,-1.1313802,-0.33411244
00:04:50.322000,catJAM,catjam,1,-1.1779426,-0.2939921
00:04:51.449000,gambit gg :),gambit gg :),9,-0.39348668,0.19171695
00:04:52.235000,best aim russ,best aim russ,3,0.40967003,0.8813739
00:04:52.595000,yenilcez fibime geliyor,yenilcez geliyor,7,-0.7452932,-0.8649611
00:04:54.557000,BBL > GMB diyenler +1,bbl > gmb diyenler + 1,9,0.6043873,-1.3295354
00:04:56.571000,Ez,ez,1,-1.0463618,0.3212896
00:04:59.249000,BBL>GMB,bbl > gmb,9,-0.07540518,-0.99696666
00:04:59.509000,#BLL WİN,wi̇n,7,-1.1896428,-0.6349701
00:05:01.093000,catJAM,catjam,1,-1.1779426,-0.2939921
00:05:02.117000,someone not turkish dm me pls,turkish dm pls,3,0.07832036,-0.030745624
00:05:10.004000,Bbl Russz>all,bbl >,2,-0.23745772,-1.0676465
00:05:10.300000,Ez,ez,1,-1.0463618,0.3212896
00:05:12.132000,GAMBİT GG EZ :),gg EZ :),9,-0.382974,0.10056879
00:05:13.709000,BBL EZY,bbl ezy,2,-0.5831038,-1.4033004
00:05:14.148000,#BBLWİN.,.,5,-0.78020227,2.6444075
00:05:20.423000,Put Turkey in NA...they are bad,turkey URL bad,8,0.615254,0.9308188
00:05:21.786000,@termopylae for why?,@ ?,4,-0.14592844,0.65388757
00:05:27.651000,KEKW EU,eu,0,-1.3196557,1.4823958
00:05:27.735000,GAMBİT GG EZ,gg EZ,1,-0.80776924,-0.16288319
00:05:30.016000,BBL ENERGY take make energy menergy,bbl energy,2,-0.12855455,-1.0111814
00:05:30.350000,Turk= trash,turk = trash,3,0.073124185,0.33618337
00:05:35.538000,im here for music,im music,8,0.4390403,1.5575895
00:05:40.634000,na is the worst,na worst,9,0.1488539,1.1699405
